type,time,one,two,three
1,511598221336121,0.581755,5.5543394,8.604291
1,511615401209587,0.55782676,5.250152,8.702696
1,511632581136201,0.28983065,5.2573304,8.750552
1,511581041543933,0.29461628,5.2310095,8.441579
4,511602516398308,-0.5108974,0.67406994,0.3650576
4,511619696286879,2.2906772E-4,-0.30695075,-0.1577513
4,511585336583464,0.39559996,-0.31008133,-0.44316968
1,511602516928308,0.9242278,4.8673005,8.518149
1,511619696816879,0.77796644,5.2166524,7.6827555
1,511585337113464,0.73011,5.8223357,8.750552
4,511606811995235,-0.04359922,-0.04741702,0.07673769
4,511589632157996,-0.0014507623,0.025273805,0.0051922016
4,511623991897087,0.8737407,-0.19027892,-0.12293301
1,511606812525235,1.2544373,5.8151574,7.5029945
1,511589632687996,1.218545,6.2868423,7.254141
1,511623992427087,1.0773684,5.999704,6.3083777
4,511611107596016,-0.0936887,-0.05780142,-0.02779355
4,511593927738725,-0.252509,0.31367007,0.25571594
4,511628287510212,-0.12201674,-0.11697725,0.09086353
6,511585338182162,984.0364,0.0,0.0
1,511611108126016,1.1204392,5.183153,8.228618
1,511593928268725,1.3740784,5.587839,7.929216
1,511628288040212,0.44775695,4.7306104,8.477471
4,511598223325548,0.40476266,0.23731416,0.18058172
4,511615403199014,-0.26067907,-0.02351762,0.09941539
6,511619698196566,984.063,0.0,0.0
4,511632583125629,-0.21181129,-0.079715565,-0.020310672
4,511581043533308,0.001603474,0.003283304,0.014965758
1,511598223855548,0.6511469,5.5184474,8.601898
1,511615403729014,0.57936215,5.2022953,8.755338
1,511632583655629,0.32093734,5.266902,8.719446
1,511581044063308,0.30179477,5.219045,8.412866
4,511602518917735,-0.49745873,0.64047337,0.35161895
4,511619698806306,-0.030924143,-0.31855685,-0.17607673
4,511585339102839,0.4298074,-0.30885965,-0.45538664
1,511602519447735,0.9194421,4.8529434,8.5779705
1,511619699336306,0.7683952,5.2477593,7.704291
1,511585339632839,0.72293156,5.796015,8.717052
4,511606814514662,-0.04421007,-0.038865156,0.076126836
4,511589634677371,-0.01733279,0.015500249,0.006413896
4,511623994416514,0.8743515,-0.011911522,-0.11132691
1,511606815044662,1.2544373,5.796015,7.5053873
1,511589635207371,1.2137593,6.2772713,7.268498
1,511623994946514,1.1419746,6.0140605,6.4232335
4,511611110115443,-0.10468395,-0.063909896,-0.031458635
4,511593930258152,-0.25311983,0.3246653,0.24777491
4,511628290029639,-0.12507097,-0.13102673,0.094528615
1,511611110645443,1.1132607,5.2022953,8.250154
1,511593930788152,1.3740784,5.573482,7.919645
1,511628290559639,0.4884349,4.766503,8.482257
4,511598225844923,0.43163994,0.26541314,0.1854685
4,511615405718441,-0.25151637,-0.032069482,0.10430217
4,511632585645056,-0.19104248,-0.079715565,4.5813544E-4
4,511581046052735,-0.0020616094,-3.8177954E-4,0.016187452
1,511598226374923,0.69900334,5.4849477,8.570791
1,511615406248441,0.6008976,5.1879387,8.786445
1,511632586175056,0.34247273,5.2812586,8.709874
1,511581046582735,0.30179477,5.2070813,8.400901
4,511602521437162,-0.48707435,0.61176354,0.34123456
4,511619701325733,-0.06574243,-0.32344362,-0.1913479
4,511585341622266,0.46523654,-0.30519456,-0.46638188
1,511602521967162,0.90508515,4.814658,8.630612
1,511619701855733,0.7468598,5.266902,7.7330046
1,511585342152266,0.7109674,5.776872,8.68804
4,511606817034089,-0.04421007,-0.032756682,0.076126836
4,511589637196798,-0.028328042,0.00633754,0.0076355906
4,511623996935941,0.8639671,0.15859123,-0.10460759
1,511606817564089,1.2568301,5.7840505,7.5029945
1,511589637726798,1.204188,6.2676997,7.2876406
1,511623997465941,1.2592229,6.198308,6.36102
