type,time,one,two,three
1,462976312954304,0.2105684,5.8127646,8.089535
4,463006377774437,0.03153499,0.06207735,0.022219568
1,463002082861335,-0.10767702,5.899205,7.943573
4,462984903167169,-0.24075018,0.27526304,0.045966256
1,462980608312794,0.15074782,5.886942,8.075178
4,463032147928604,-0.08025006,-0.090634465,0.022830416
1,463027853004229,0.050249275,6.17438,7.886145
4,463010673228916,-0.011224318,0.032756682,0.03260397
1,463006378304437,-0.2416751,6.320342,7.342675
4,462989198571023,-0.040392276,0.072461754,-0.010842538
1,462984903697169,-0.14596218,6.6221366,7.048358
1,463032148458604,-1.1754742,6.8374906,7.146464
4,463014968687979,-0.0381016,-0.047875155,0.010613471
1,463010673758916,-0.88354975,5.886942,8.022536
4,462993493989460,0.09155073,-0.0051158457,0.02275406
1,462989199101023,-0.71336025,5.9470615,7.6277204
4,463019264129593,0.021761434,-0.16882291,-0.03825431
1,463014969217979,-0.37357944,6.238986,7.7186475
4,462997789420033,-0.11796988,0.17019732,0.033138465
1,462993494519460,-0.24885355,5.9973106,7.8981094
4,463023559559124,-0.022830416,0.009544488,-0.020539738
4,462976314943575,-0.0031305922,-0.16882291,-0.063375406
1,463019264659593,-0.37597227,5.786443,8.388937
4,463002084850658,-0.08437328,-0.038712446,-0.009620844
1,462997789950033,-0.12921242,5.8920264,7.893324
4,462980610302065,-0.020234315,0.0028251687,-0.013896775
4,463027854993552,-0.033825666,0.15981291,0.06742226
1,463023560089124,-0.148355,5.846264,8.068
1,462976315473575,0.22253251,5.803193,8.120642
4,463006380293760,0.022983128,0.05841227,0.021608721
1,463002085380658,-0.09332009,5.9207406,7.9387875
6,462997790467273,988.85767,0.0,0.0
4,462984905686492,-0.23036577,0.29053423,0.048409645
1,462980610832065,0.16271193,5.886942,8.084749
4,463032150447927,-0.081471756,-0.096742935,0.021608721
6,463032150487666,988.90063,0.0,0.0
1,463027855523552,0.06699903,6.1648083,7.8813596
4,463010675748291,-0.010613471,0.02725906,0.03504736
1,463006380823760,-0.25124636,6.315556,7.345068
4,462989201090346,-0.04344651,0.07368345,-0.009009997
1,462984906216492,-0.078963146,6.4977098,7.103393
1,463032150977927,-1.1419746,6.832705,7.2326055
4,463014971207302,-0.041155834,-0.042377528,0.01305686
1,463010676278291,-0.87158567,5.8677993,8.015358
4,462993496508731,0.09521582,-0.0026724567,0.024586603
1,462989201620346,-0.71336025,5.9374905,7.689934
4,463019266648916,0.03825431,-0.17554224,-0.04680617
1,463014971737302,-0.32093734,6.2342005,7.704291
4,462997791939356,-0.14179292,0.17936003,0.027640838
1,462993497038731,-0.23449662,6.006882,7.8813596
4,463023562078395,-0.020997874,0.012598725,-0.022983128
4,462976317462846,0.0096972,-0.17309885,-0.07437065
1,463019267178916,-0.33290145,5.7553368,8.453544
4,463002087369981,-0.091092594,-0.036879905,-0.012064233
1,462997792469356,-0.11485548,5.915955,7.8646097
4,462980612821335,-0.014125843,0.001603474,-0.014507622
4,463027857512822,-0.03504736,0.16592139,0.068033114
1,463023562608395,-0.14117654,5.831907,8.079964
1,462976317992846,0.21535404,5.8079786,8.108678
4,463006382813083,0.010766183,0.05841227,0.01977618
1,463002087899981,-0.062213387,5.9374905,7.943573
4,462984908205763,-0.21265121,0.30275118,0.050242186
1,462980613351335,0.15314065,5.9087763,8.087142
4,463032152967249,-0.08574768,-0.10162971,0.022830416
1,463027858042822,0.07178468,6.155237,7.8813596
4,463010678267614,-0.00633754,0.021150587,0.034436513
1,463006383343083,-0.24646074,6.3011994,7.347461
4,462989203609617,-0.047111593,0.06757498,-0.0047340663
1,462984908735763,-0.023928227,6.3538413,7.1919274
1,463032153497249,-1.1419746,6.823134,7.280462
4,463014973726624,-0.044820916,-0.03504736,0.011835165
1,463010678797614,-0.8644072,5.8944197,8.010572
4,462993499028054,0.09460497,-0.0051158457,0.024586603
1,462989204139617,-0.72053874,5.9303117,7.744969
4,463019269168187,0.05780142,-0.18409409,-0.05596888
1,463014974256624,-0.25842485,6.2318077,7.699505
4,462997794458679,-0.1570641,0.1750841,0.018478129
1,462993499558054,-0.21535404,6.0164533,7.8550386
4,463023564597718,-0.01977618,0.01137703,-0.02481567
4,462976319982065,0.012140589,-0.16882291,-0.084755056
1,463019269698187,-0.29940194,5.72423,8.506186
4,463002089889304,-0.09964446,-0.031993125,-0.015729317
1,462997794988679,-0.069391854,5.927919,7.7904325
4,462980615340606,-0.0098499125,-2.2906772E-4,-0.0132859275
4,463027860032145,-0.03260397,0.17447324,0.06681142
1,463023565127718,-0.1268196,5.829514,8.084749
1,462976320512065,0.20578274,5.8151574,8.082356
4,463006385332406,0.0022143214,0.053525493,0.01733279
6,462984910499356,988.9258,0.0,0.0
1,463002090419304,-0.043070808,5.9614186,7.9651084
4,462984910725085,-0.19860171,0.30519456,0.050242186
6,463019270475895,988.88257,0.0,0.0
1,462980615870606,0.14596218,5.9207406,8.089535
4,463032155486624,-0.08513684,-0.10773818,0.023441264
1,463027860562145,0.069391854,6.1289163,7.888538
4,463010680786937,-0.008170082,0.021150587,0.03260397
1,463006385862406,-0.23928227,6.3179493,7.3570323
4,462989206128940,-0.048944138,0.066353284,-0.0022906773
1,462984911255085,0.011964113,6.224629,7.285248
1,463032156016624,-1.1347961,6.7968125,7.318747
4,463014976245999,-0.047264308,-0.027106347,0.008780929
1,463010681316937,-0.84017986,5.9135623,8.012965
4,462993501547377,0.092772424,9.926268E-4,0.023364907
1,462989206658940,-0.7157531,5.942276,7.7832537
4,463019271687510,0.07795938,-0.19142427,-0.06513159
1,463014976775999,-0.22492532,6.224629,7.713862
4,462997796978002,-0.16378342,0.13660072,0.016645588
1,462993502077377,-0.22253251,6.026025,7.8287177
4,463023567117041,-0.017943637,0.012598725,-0.025426516
4,462976322501335,0.018249061,-0.16393614,-0.09208523
1,463019272217510,-0.27996024,5.72423,8.556435
4,463002092408627,-0.100866154,-0.024052111,-0.0193944
1,462997797508002,-0.059820566,5.9135623,7.6492558
4,462980617859929,-0.0012980504,-2.2906772E-4,-0.0132859275
4,463027862551520,-0.031993125,0.18485765,0.068033114
1,463023567647041,-0.1268196,5.8343,8.084749
1,462976323031335,0.20338993,5.831907,8.072785
4,463006387851729,-0.008170082,0.04924956,0.016721943
1,463002092938627,-0.03589234,5.9614186,7.993822
4,462984913244356,-0.17416783,0.2978644,0.050242186
1,462980618389929,0.13878371,5.918348,8.079964
4,463032158005947,-0.08330429,-0.112014115,0.022830416
1,463027863081520,0.05503492,6.1265235,7.893324
4,463010683306260,-0.010002624,0.01565296,0.030160584
1,463006388381729,-0.24885355,6.3131633,7.3689966
4,462989208648210,-0.047722444,0.06207735,0.0013744063
1,462984913774356,0.009571291,6.131309,7.376175
1,463032158535947,-1.1276177,6.79442,7.345068
4,463014978765270,-0.049707696,-0.018554486,0.0038941512
1,463010683836260,-0.80907315,5.911169,8.017751
4,462993504066648,0.0884965,0.0052685575,0.023364907
1,462989209178210,-0.7157531,5.956633,7.8670025
4,463019274206833,0.104225814,-0.19875443,-0.07551599
1,463014979295270,-0.21296121,6.222236,7.7210402
4,462997799497325,-0.15217732,0.06024481,0.023975754
1,462993504596648,-0.22253251,6.018846,7.821539
4,463023569636364,-0.014889402,0.016263809,-0.026648212
4,462976325020606,0.024357535,-0.15477343,-0.096972
1,463019274736833,-0.23688944,5.738587,8.5779705
4,463002094927950,-0.100866154,-0.020997874,-0.023059484
1,462997800027325,-0.083748795,5.959026,7.49103
4,462980620379200,0.0023670332,-8.39915E-4,-0.012064233
4,463027865070791,-0.036269058,0.19646375,0.06681142
1,463023570166364,-0.12203395,5.8414783,8.084749
1,462976325550606,0.18185452,5.8558354,8.029715
4,463006390371052,-0.014278554,0.041308545,0.014889402
1,463002095457950,-0.023928227,5.959026,8.027322
6,463006390487562,988.886,0.0,0.0
4,462984915763679,-0.15523157,0.2838149,0.050242186
1,462980620909200,0.13160525,5.9231334,8.063214
4,463032160525270,-0.07780667,-0.1156792,0.021608721
1,463027865600791,0.050249275,6.1121664,7.902895
4,463010685825583,-0.0075592347,0.014431266,0.027106347
1,463006390901052,-0.25842485,6.320342,7.392925
4,462989211167533,-0.044057358,0.057190575,7.635591E-4
1,462984916293679,0.021535404,6.0810595,7.4647093
1,463032161055270,-1.1012967,6.7633133,7.3713894
4,463014981284593,-0.051540237,-0.011835165,2.2906772E-4
1,463010686355583,-0.79710907,5.915955,8.017751
4,462993506585971,0.09093989,0.008322794,0.024586603
1,462989211697533,-0.72053874,5.95424,7.9244304
4,463019276726156,0.12927055,-0.2060846,-0.085900396
1,463014981814593,-0.18664017,6.224629,7.730612
4,462997802016648,-0.13263021,-0.017943637,0.035581853
1,462993507115971,-0.2009971,6.0308104,7.809575
4,463023572155687,-0.010002624,0.015042114,-0.027869906
4,462976327539877,0.026190076,-0.14194563,-0.100026235
1,463019277256156,-0.19142582,5.752944,8.59472
4,463002097447273,-0.092314295,-0.01733279,-0.026724568
1,462997802546648,-0.21774685,6.018846,7.4096746
4,462980622898471,0.007864659,0.003436016,-0.010231691
4,463027867590166,-0.03260397,0.20196137,0.06925481
1,463023572685687,-0.15314065,5.8558354,8.096714
1,462976328069877,0.1698904,5.8893347,7.986644
4,463006392890374,-0.01977618,0.03825431,0.014278554
1,463002097977273,-0.014356935,5.9039907,8.077571
4,462984918282950,-0.13690615,0.2618244,0.046577103
1,462980623428471,0.12921242,5.9303117,8.060822
